cohort,analysis,adjustment_set,state_definition,standardization,persistent,outcome,exposure,term,estimate,std_error,p_value,n,clusters,converged,covariates_used,estimand,death_handling,mortality_available,paired_intervals
mhas,transition_gee,lifestyle,matched_0.20,fixed,False,any_cognitive,cmm4_start,cmm4_start,0.0082071858301305,0.0415831019146426,0.8435393403267115,12918,8738,True,"depression,smoking,bmi,physical_activity,alcohol",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
mhas,transition_gee,base,matched_0.20,fixed,False,any_functional,cmm4_start,cmm4_start,0.400729882916359,0.0327228835464246,1.7612618153783087e-34,14108,9298,True,,survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
mhas,transition_gee,mental_health,matched_0.20,fixed,False,any_functional,cmm4_start,cmm4_start,0.3534933284142826,0.0330558975247234,1.0881300184701431e-26,14107,9298,True,depression,survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
mhas,transition_gee,lifestyle,matched_0.20,fixed,False,any_functional,cmm4_start,cmm4_start,0.2913633235065529,0.0357464191689182,3.6140667278296623e-16,12918,8738,True,"depression,smoking,bmi,physical_activity,alcohol",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
share,transition_gee,base,matched_0.20,fixed,False,any_cognitive,cmm4_start,cmm4_start,0.046046156997417,0.0173520957076717,0.0079629522746841,71680,43523,True,,survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
share,transition_gee,mental_health,matched_0.20,fixed,False,any_cognitive,cmm4_start,cmm4_start,0.0317347534034679,0.0174633155517923,0.069182845517704,71675,43519,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
share,transition_gee,lifestyle,matched_0.20,fixed,False,any_cognitive,cmm4_start,cmm4_start,0.0397671636449726,0.0204004986897726,0.0512568498798435,60463,41476,True,"depression,psychiatric,smoking,bmi,physical_activity,alcohol",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
share,transition_gee,socioeconomic,matched_0.20,fixed,False,any_cognitive,cmm4_start,cmm4_start,0.0337189571317842,0.0205126484634085,0.1002148460739366,60134,41262,True,"depression,psychiatric,smoking,bmi,physical_activity,alcohol,wealth,marital",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
share,transition_gee,base,matched_0.20,fixed,False,any_functional,cmm4_start,cmm4_start,0.3385431942438721,0.0162781438393848,4.5684166285081695e-96,71680,43523,True,,survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
share,transition_gee,mental_health,matched_0.20,fixed,False,any_functional,cmm4_start,cmm4_start,0.2860521493459287,0.0165177991112751,3.4523351892216966e-67,71675,43519,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
share,transition_gee,lifestyle,matched_0.20,fixed,False,any_functional,cmm4_start,cmm4_start,0.2226471259981401,0.0192557838638969,6.374119139371087e-31,60463,41476,True,"depression,psychiatric,smoking,bmi,physical_activity,alcohol",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
share,transition_gee,socioeconomic,matched_0.20,fixed,False,any_functional,cmm4_start,cmm4_start,0.2169071657718161,0.0193293481745624,3.192600939819854e-29,60134,41262,True,"depression,psychiatric,smoking,bmi,physical_activity,alcohol,wealth,marital",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
charls,transition_gee,mental_health,matched_0.20,fixed,False,any_cognitive,cmm5_start,cmm5_start,-0.1214864287686448,0.0254182184711062,1.7572982980722522e-06,24933,12144,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
charls,transition_gee,mental_health,matched_0.20,fixed,False,any_functional,cmm5_start,cmm5_start,0.1884909176442513,0.0197771484029365,1.5616159045338688e-21,24933,12144,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
elsa,transition_gee,mental_health,matched_0.20,fixed,False,any_cognitive,cmm5_start,cmm5_start,0.0258265938458101,0.0193469358170478,0.1819028308921123,30868,9287,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,False,
elsa,transition_gee,mental_health,matched_0.20,fixed,False,any_functional,cmm5_start,cmm5_start,0.2270706048861643,0.022783880596465,2.140912639418278e-23,30868,9287,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,False,
hrs,transition_gee,mental_health,matched_0.20,fixed,False,any_cognitive,cmm5_start,cmm5_start,0.0117764055122854,0.0193070542086295,0.5418926033152831,29493,14398,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
hrs,transition_gee,mental_health,matched_0.20,fixed,False,any_functional,cmm5_start,cmm5_start,0.2267196980999335,0.0197940044563692,2.246482081411902e-30,29493,14398,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
share,transition_gee,mental_health,matched_0.20,fixed,False,any_cognitive,cmm5_start,cmm5_start,-0.000593602016681,0.0138563275790669,0.9658292537120804,71675,43519,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
share,transition_gee,mental_health,matched_0.20,fixed,False,any_functional,cmm5_start,cmm5_start,0.1928371452083777,0.0131967241038756,2.3377574981368585e-48,71675,43519,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
charls,transition_gee,mental_health,matched_0.20,fixed,False,cognitive_only,cmm4_start,cmm4_start,-0.1418660240942423,0.0340662211655875,3.121461995822861e-05,25179,12204,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
charls,transition_gee,mental_health,matched_0.20,fixed,False,functional_only,cmm4_start,cmm4_start,0.253270385316012,0.026051682099348,2.43334621822332e-22,25179,12204,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
charls,transition_gee,mental_health,matched_0.20,fixed,False,joint,cmm4_start,cmm4_start,0.0515719271980248,0.0583146560824604,0.3764947094058535,25179,12204,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
charls,transition_gee,mental_health,matched_0.20,fixed,False,death,cmm4_start,cmm4_start,0.1886309492002149,0.0750743265080577,0.0119848769802936,25671,12417,True,"depression,psychiatric",death_transition,validated_binary_death_endpoint,True,
elsa,transition_gee,mental_health,matched_0.20,fixed,False,cognitive_only,cmm4_start,cmm4_start,-0.0262886967444607,0.024899968588345,0.2910722630040185,36508,10887,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,False,
elsa,transition_gee,mental_health,matched_0.20,fixed,False,functional_only,cmm4_start,cmm4_start,0.344767726091117,0.0293574366769014,7.599778320944064e-32,36508,10887,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,False,
elsa,transition_gee,mental_health,matched_0.20,fixed,False,joint,cmm4_start,cmm4_start,0.2032013634800598,0.0499832768335181,4.795282567251624e-05,36508,10887,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,False,
hrs,transition_gee,mental_health,matched_0.20,fixed,False,cognitive_only,cmm4_start,cmm4_start,0.0154785092225024,0.0151462104096494,0.3068095816813303,98829,24278,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
hrs,transition_gee,mental_health,matched_0.20,fixed,False,functional_only,cmm4_start,cmm4_start,0.2636036045416167,0.0155839985588264,3.4871450023607894e-64,98829,24278,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
hrs,transition_gee,mental_health,matched_0.20,fixed,False,joint,cmm4_start,cmm4_start,0.2665507965301085,0.0310806029731165,9.813222546314008e-18,98829,24278,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
hrs,transition_gee,mental_health,matched_0.20,fixed,False,death,cmm4_start,cmm4_start,0.3525673885350021,0.0207580918095542,1.0682273359944478e-64,101626,24941,True,"depression,psychiatric",death_transition,validated_binary_death_endpoint,True,
klosa,transition_gee,mental_health,matched_0.20,fixed,False,cognitive_only,cmm4_start,cmm4_start,0.0095573298140125,0.0357065925021647,0.7889588157062517,19829,7021,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
klosa,transition_gee,mental_health,matched_0.20,fixed,False,functional_only,cmm4_start,cmm4_start,0.2700080226071955,0.0539817369962912,5.678564963058459e-07,19829,7021,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
klosa,transition_gee,mental_health,matched_0.20,fixed,False,joint,cmm4_start,cmm4_start,0.1223628018920083,0.078404310055582,0.1186029961293437,19829,7021,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
klosa,transition_gee,mental_health,matched_0.20,fixed,False,death,cmm4_start,cmm4_start,0.0594449031204488,0.0480232195778504,0.21577662137713,20347,7194,True,"depression,psychiatric",death_transition,validated_binary_death_endpoint,True,
mhas,transition_gee,mental_health,matched_0.20,fixed,False,cognitive_only,cmm4_start,cmm4_start,-0.1161988275922084,0.042046850253886,0.0057175270841307,14107,9298,True,depression,survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
mhas,transition_gee,mental_health,matched_0.20,fixed,False,functional_only,cmm4_start,cmm4_start,0.3700847986883313,0.0360670179332351,1.0557317508427008e-24,14107,9298,True,depression,survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
mhas,transition_gee,mental_health,matched_0.20,fixed,False,joint,cmm4_start,cmm4_start,0.2662525690818367,0.0680725091224809,9.179750756554934e-05,14107,9298,True,depression,survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
mhas,transition_gee,mental_health,matched_0.20,fixed,False,death,cmm4_start,cmm4_start,0.2602656758549284,0.0905789062274619,0.0040613288294326,14574,9633,True,depression,death_transition,validated_binary_death_endpoint,True,
share,transition_gee,mental_health,matched_0.20,fixed,False,cognitive_only,cmm4_start,cmm4_start,-0.0217839114673352,0.0192104430902129,0.2568105099532337,71675,43519,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
share,transition_gee,mental_health,matched_0.20,fixed,False,functional_only,cmm4_start,cmm4_start,0.2882472772101704,0.0180106456101538,1.1929986821138424e-57,71675,43519,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
share,transition_gee,mental_health,matched_0.20,fixed,False,joint,cmm4_start,cmm4_start,0.2216741506413015,0.0347346372167918,1.7486571274096574e-10,71675,43519,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
share,transition_gee,mental_health,matched_0.20,fixed,False,death,cmm4_start,cmm4_start,0.2446645248319184,0.0190224675228346,7.376911019584801e-38,75705,45805,True,"depression,psychiatric",death_transition,validated_binary_death_endpoint,True,
charls,binary_domain_interaction,mental_health,matched_0.20,fixed,False,any_domain,cmm4_start,cmm4_start,-0.09775461547656,0.0308280429950162,0.0015193395484678,50358,12204,True,"depression,psychiatric",survivor_conditional_paired_domain_contrast,observed_living_endpoint_survivor_conditional_model,True,
charls,binary_domain_interaction,mental_health,matched_0.20,fixed,False,any_domain,cmm4_start,"C(domain, Treatment(reference='cognitive'))[T.functional]:cmm4_start",0.3285296079443881,0.0379488013834818,4.835783454066528e-18,50358,12204,True,"depression,psychiatric",survivor_conditional_paired_domain_contrast,observed_living_endpoint_survivor_conditional_model,True,
elsa,binary_domain_interaction,mental_health,matched_0.20,fixed,False,any_domain,cmm4_start,cmm4_start,0.0167379209274528,0.0232990086613011,0.4725129857612659,73016,10887,True,"depression,psychiatric",survivor_conditional_paired_domain_contrast,observed_living_endpoint_survivor_conditional_model,False,
elsa,binary_domain_interaction,mental_health,matched_0.20,fixed,False,any_domain,cmm4_start,"C(domain, Treatment(reference='cognitive'))[T.functional]:cmm4_start",0.3161855853669824,0.0346117696917146,6.528342796091925e-20,73016,10887,True,"depression,psychiatric",survivor_conditional_paired_domain_contrast,observed_living_endpoint_survivor_conditional_model,False,
hrs,binary_domain_interaction,mental_health,matched_0.20,fixed,False,any_domain,cmm4_start,cmm4_start,0.0674483048697001,0.014236809258536,2.162643474035874e-06,197658,24278,True,"depression,psychiatric",survivor_conditional_paired_domain_contrast,observed_living_endpoint_survivor_conditional_model,True,
hrs,binary_domain_interaction,mental_health,matched_0.20,fixed,False,any_domain,cmm4_start,"C(domain, Treatment(reference='cognitive'))[T.functional]:cmm4_start",0.2098762410492825,0.0194312984120015,3.4070659291446354e-27,197658,24278,True,"depression,psychiatric",survivor_conditional_paired_domain_contrast,observed_living_endpoint_survivor_conditional_model,True,
klosa,binary_domain_interaction,mental_health,matched_0.20,fixed,False,any_domain,cmm4_start,cmm4_start,0.0273727086640819,0.0334510329806983,0.413190541600742,39658,7021,True,"depression,psychiatric",survivor_conditional_paired_domain_contrast,observed_living_endpoint_survivor_conditional_model,True,
klosa,binary_domain_interaction,mental_health,matched_0.20,fixed,False,any_domain,cmm4_start,"C(domain, Treatment(reference='cognitive'))[T.functional]:cmm4_start",0.1975175842787053,0.0535075060722968,0.0002230234675593,39658,7021,True,"depression,psychiatric",survivor_conditional_paired_domain_contrast,observed_living_endpoint_survivor_conditional_model,True,
mhas,binary_domain_interaction,mental_health,matched_0.20,fixed,False,any_domain,cmm4_start,cmm4_start,-0.0357377474225429,0.0378561521798844,0.3451488636651777,28214,9298,True,depression,survivor_conditional_paired_domain_contrast,observed_living_endpoint_survivor_conditional_model,True,
mhas,binary_domain_interaction,mental_health,matched_0.20,fixed,False,any_domain,cmm4_start,"C(domain, Treatment(reference='cognitive'))[T.functional]:cmm4_start",0.3892310758368253,0.04905906797485,2.123225159350459e-15,28214,9298,True,depression,survivor_conditional_paired_domain_contrast,observed_living_endpoint_survivor_conditional_model,True,
share,binary_domain_interaction,mental_health,matched_0.20,fixed,False,any_domain,cmm4_start,cmm4_start,0.0317347534034712,0.0174639188425554,0.0691924543885021,143350,43519,True,"depression,psychiatric",survivor_conditional_paired_domain_contrast,observed_living_endpoint_survivor_conditional_model,True,
share,binary_domain_interaction,mental_health,matched_0.20,fixed,False,any_domain,cmm4_start,"C(domain, Treatment(reference='cognitive'))[T.functional]:cmm4_start",0.2543173959424575,0.0230840994566407,3.1644931356200246e-28,143350,43519,True,"depression,psychiatric",survivor_conditional_paired_domain_contrast,observed_living_endpoint_survivor_conditional_model,True,
charls,transition_gee,mental_health,matched_0.20,fixed,True,any_cognitive,cmm4_start,cmm4_start,-0.2110490394635205,0.068936832146095,0.0022024243345105,15107,8099,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
charls,transition_gee,mental_health,matched_0.20,fixed,True,any_functional,cmm4_start,cmm4_start,0.3247060317791548,0.047147839971696,5.699092189689229e-12,15107,8099,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
elsa,transition_gee,mental_health,matched_0.20,fixed,True,any_cognitive,cmm4_start,cmm4_start,0.0259396778057535,0.0402694007405872,0.5194758624872106,28349,9205,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,False,
elsa,transition_gee,mental_health,matched_0.20,fixed,True,any_functional,cmm4_start,cmm4_start,0.3519836452735819,0.042212748017551,7.534973912696208e-17,28349,9205,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,False,
hrs,transition_gee,mental_health,matched_0.20,fixed,True,any_cognitive,cmm4_start,cmm4_start,0.0904409560557593,0.0241001190956414,0.0001749274433583,78648,21033,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
hrs,transition_gee,mental_health,matched_0.20,fixed,True,any_functional,cmm4_start,cmm4_start,0.342806888160805,0.023738989124921,2.870417272068949e-47,78648,21033,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
klosa,transition_gee,mental_health,matched_0.20,fixed,True,any_cognitive,cmm4_start,cmm4_start,0.0394165186894105,0.0544182251024451,0.4688658060374653,13841,6225,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
klosa,transition_gee,mental_health,matched_0.20,fixed,True,any_functional,cmm4_start,cmm4_start,0.2938728644822223,0.0756385429203457,0.0001022345669973,13841,6225,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
mhas,transition_gee,mental_health,matched_0.20,fixed,True,any_cognitive,cmm4_start,cmm4_start,-0.009273798488548,0.0849309514933493,0.9130500370398086,5925,5925,True,depression,survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
mhas,transition_gee,mental_health,matched_0.20,fixed,True,any_functional,cmm4_start,cmm4_start,0.3850246592188062,0.0790251683797426,1.1037485087306156e-06,5925,5925,True,depression,survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
share,transition_gee,mental_health,matched_0.20,fixed,True,any_cognitive,cmm4_start,cmm4_start,-0.0406077558688604,0.0406782182700057,0.3181495124090389,31785,22274,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
share,transition_gee,mental_health,matched_0.20,fixed,True,any_functional,cmm4_start,cmm4_start,0.2832374158499525,0.0372259230089957,2.7706597171824444e-14,31785,22274,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
charls,transition_gee,mental_health,matched_0.25,fixed,False,any_cognitive,cmm4_start,cmm4_start,-0.0651195165168262,0.0286232090066999,0.0229023336354719,23242,11562,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
charls,transition_gee,mental_health,matched_0.25,fixed,False,any_functional,cmm4_start,cmm4_start,0.244669685396892,0.0248615333592091,7.474244095484131e-23,23242,11562,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
elsa,transition_gee,mental_health,matched_0.25,fixed,False,any_cognitive,cmm4_start,cmm4_start,0.0368036124030443,0.0228735814248858,0.1076161514819261,32994,10353,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,False,
elsa,transition_gee,mental_health,matched_0.25,fixed,False,any_functional,cmm4_start,cmm4_start,0.352183705011938,0.0264254957616581,1.6034566207627691e-40,32994,10353,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,False,
hrs,transition_gee,mental_health,matched_0.25,fixed,False,any_cognitive,cmm4_start,cmm4_start,0.0812886114142877,0.0133810737826565,1.2406926888662127e-09,92068,23337,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
hrs,transition_gee,mental_health,matched_0.25,fixed,False,any_functional,cmm4_start,cmm4_start,0.3000751333223295,0.0150279721643953,1.0503359304195696e-88,92068,23337,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
klosa,transition_gee,mental_health,matched_0.25,fixed,False,any_cognitive,cmm4_start,cmm4_start,0.0230765383480178,0.0310128178617449,0.4568179186669076,19032,6875,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
klosa,transition_gee,mental_health,matched_0.25,fixed,False,any_functional,cmm4_start,cmm4_start,0.2097185841521022,0.0464970119847408,6.471559409723172e-06,19032,6875,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
mhas,transition_gee,mental_health,matched_0.25,fixed,False,any_cognitive,cmm4_start,cmm4_start,-0.003734004908938,0.0356702956453739,0.916628879067774,13355,8885,True,depression,survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
mhas,transition_gee,mental_health,matched_0.25,fixed,False,any_functional,cmm4_start,cmm4_start,0.3518773820287532,0.034397220511927,1.4578976496980964e-24,13355,8885,True,depression,survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
share,transition_gee,mental_health,matched_0.25,fixed,False,any_cognitive,cmm4_start,cmm4_start,0.0367734580542576,0.0164745460377387,0.0256058523834632,67979,41568,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
share,transition_gee,mental_health,matched_0.25,fixed,False,any_functional,cmm4_start,cmm4_start,0.2965835827660263,0.0174013892233101,3.894858821658257e-65,67979,41568,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
charls,transition_gee,mental_health,legacy,wave,False,any_cognitive,cmm4_start,cmm4_start,-0.0241503194177246,0.0239809241032628,0.3139041386208848,24364,11770,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
charls,transition_gee,mental_health,legacy,wave,False,any_functional,cmm4_start,cmm4_start,0.3004619896495613,0.0321612674293033,9.421448041446351e-21,24364,11770,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
elsa,transition_gee,mental_health,legacy,wave,False,any_cognitive,cmm4_start,cmm4_start,0.0312779675981625,0.0214527272895713,0.1448419408141327,36517,10826,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,False,
elsa,transition_gee,mental_health,legacy,wave,False,any_functional,cmm4_start,cmm4_start,0.3518987501835141,0.0310018476156089,7.340652374220481e-30,36517,10826,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,False,
hrs,transition_gee,mental_health,legacy,wave,False,any_cognitive,cmm4_start,cmm4_start,0.0719543857911108,0.0119164523977812,1.558053303128982e-09,94032,23588,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
hrs,transition_gee,mental_health,legacy,wave,False,any_functional,cmm4_start,cmm4_start,0.3413254678759367,0.018955206933826,1.7183913835644745e-72,94032,23588,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
klosa,transition_gee,mental_health,legacy,wave,False,any_cognitive,cmm4_start,cmm4_start,0.0260717328582699,0.0304925950921812,0.3925409072007451,19688,7017,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
klosa,transition_gee,mental_health,legacy,wave,False,any_functional,cmm4_start,cmm4_start,0.2406793620551371,0.055133234813455,1.2688256365590408e-05,19688,7017,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
mhas,transition_gee,mental_health,legacy,wave,False,any_cognitive,cmm4_start,cmm4_start,0.0352593327552442,0.0332679320573664,0.2892085378406841,13028,8588,True,depression,survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
mhas,transition_gee,mental_health,legacy,wave,False,any_functional,cmm4_start,cmm4_start,0.424473807776364,0.0448342541535441,2.862844848711605e-21,13028,8588,True,depression,survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
share,transition_gee,mental_health,legacy,wave,False,any_cognitive,cmm4_start,cmm4_start,0.0552600617045917,0.0149456835555762,0.0002178252177533,69490,42034,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
share,transition_gee,mental_health,legacy,wave,False,any_functional,cmm4_start,cmm4_start,0.35675993628442,0.0252852758560032,3.3241911855406666e-45,69490,42034,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
charls,transition_gee,mental_health,matched_0.20,wave,False,any_cognitive,cmm4_start,cmm4_start,-0.1033866360343021,0.0308349479641972,0.0007996829168973,25179,12204,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
charls,transition_gee,mental_health,matched_0.20,wave,False,any_functional,cmm4_start,cmm4_start,0.232392003656888,0.024909280514552,1.0633642342641114e-20,25179,12204,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
elsa,transition_gee,mental_health,matched_0.20,wave,False,any_cognitive,cmm4_start,cmm4_start,0.0144275425350133,0.0233445798085046,0.5365586163530869,36508,10887,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,False,
elsa,transition_gee,mental_health,matched_0.20,wave,False,any_functional,cmm4_start,cmm4_start,0.3335875487681219,0.0267060104160484,8.348721585095588e-36,36508,10887,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,False,
hrs,transition_gee,mental_health,matched_0.20,wave,False,any_cognitive,cmm4_start,cmm4_start,0.0713102364493879,0.0141937606671262,5.059169755971272e-07,98829,24278,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
hrs,transition_gee,mental_health,matched_0.20,wave,False,any_functional,cmm4_start,cmm4_start,0.2848174132919762,0.0145684368939097,4.1004629997289956e-85,98829,24278,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
klosa,transition_gee,mental_health,matched_0.20,wave,False,any_cognitive,cmm4_start,cmm4_start,0.0281340131966195,0.0334881744186645,0.400842311021189,19829,7021,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
klosa,transition_gee,mental_health,matched_0.20,wave,False,any_functional,cmm4_start,cmm4_start,0.2272344260310747,0.0454176854575945,5.638212103422618e-07,19829,7021,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
mhas,transition_gee,mental_health,matched_0.20,wave,False,any_cognitive,cmm4_start,cmm4_start,-0.0423476805903485,0.0380395014286248,0.2655987530318831,14107,9298,True,depression,survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
mhas,transition_gee,mental_health,matched_0.20,wave,False,any_functional,cmm4_start,cmm4_start,0.3581129341253344,0.0330601979788633,2.4240316748251516e-27,14107,9298,True,depression,survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
share,transition_gee,mental_health,matched_0.20,wave,False,any_cognitive,cmm4_start,cmm4_start,0.0285130096934032,0.0174811417609114,0.1028750213378576,71675,43519,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
share,transition_gee,mental_health,matched_0.20,wave,False,any_functional,cmm4_start,cmm4_start,0.2858348408680414,0.0165126725202537,3.9521556333230406e-67,71675,43519,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
charls,continuous_gee_ipcw,mental_health,continuous,fixed,False,cognitive_worsening_fixed_raw,cmm4_change_raw,cmm4_change_raw,0.02771186303226922,0.01011162756526566,0.006132828836796834,35826,15464,True,"depression,psychiatric",ipcw_observed_interval_change,competing_death_excluded_from_censoring_model,True,
charls,continuous_gee_ipcw,mental_health,continuous,fixed,False,functional_worsening_fixed_raw,cmm4_change_raw,cmm4_change_raw,0.16588453242005577,0.011329571437679455,1.5214578583641638e-48,54868,20616,True,"depression,psychiatric",ipcw_observed_interval_change,competing_death_excluded_from_censoring_model,True,
